,id,subjectivity,sentiment_magnitude,anger,disgust,fear,joy,neutral,sadness,surprise,sentence,sentiment_intensity,article_id,sentence_count
0,1,0.46939295530319214,0.6000000238418579,0.10409855097532272,0.4105455279350281,0.3984280228614807,0.04202098771929741,0.01802206039428711,0.018059629946947098,0.008825242519378662,"KABUL, Afghanistan — A complex attack including a car-bombing and militant assault killed at least 40 people in Kabul on Monday, badly damaging a private war museum and adjoining television station, officials said.
",-0.6000000238418579,0,7
1,2,0.39995792508125305,0.20000000298023224,0.1489308774471283,0.016292382031679153,0.806833028793335,0.0020955062936991453,0.004928410518914461,0.010654741898179054,0.010265147313475609,The attack came as American and Taliban negotiators were meeting in Qatar amid hopes for a deal on an American troop withdrawal.,-0.20000000298023224,0,7
2,3,0.29696112871170044,0.800000011920929,0.23059073090553284,0.11172202229499817,0.05654778704047203,0.0018443312728777528,0.5255870819091797,0.0193520225584507,0.054356057196855545,"But the pace of violence in the 18-year Afghan war has only picked up, with each side increasing attacks.
",-0.800000011920929,0,7
3,4,0.36577099561691284,0.800000011920929,0.05814225599169731,0.27746957540512085,0.03692503273487091,0.002017808146774769,0.20157520473003387,0.4106651246547699,0.01320507749915123,"A senior Kabul defense official put the death toll at six security force members, with another 20 of them wounded, and 34 civilians, with at least 63 civilians wounded.",-0.800000011920929,0,7
4,5,0.3224163353443146,0.800000011920929,0.06706954538822174,0.15692120790481567,0.12563294172286987,0.016855424270033836,0.5079874396324158,0.12012702226638794,0.005406463984400034,He spoke on condition of anonymity because he was not authorized to release the information.,-0.800000011920929,0,7
5,6,0.2675228714942932,0.4000000059604645,0.025460435077548027,0.05652698874473572,0.7044847011566162,0.00225693522952497,0.036204222589731216,0.13591952621936798,0.03914720565080643,"There were reports that children were among the victims, but it was unclear whether they had been visiting the museum, or were hurt in a nearby school that collapsed from the force of the explosion, which was heard throughout Kabul.
",-0.4000000059604645,0,7
6,7,0.27760469913482666,0.30000001192092896,0.10238002240657806,0.09655489027500153,0.28720033168792725,0.003539387136697769,0.4764246940612793,0.01726466976106167,0.016636032611131668,Officials said that attackers were still holed up in a nearby ministry of defense building that they had run to after the bomb explosions.,-0.30000001192092896,0,7
7,8,0.6550305485725403,0.0,0.011178693734109402,0.004978429991751909,0.004253304563462734,0.21575142443180084,0.6260658502578735,0.006822276394814253,0.13095010817050934,"WASHINGTON — Mayor Pete Buttigieg of South Bend, Ind., raised $24.8 million over the past three months, his campaign said on Monday, a head-turning total that is likely to be among the largest disclosed by any of the Democratic presidential candidates for the second quarter of the year.
",0.0,1,5
8,9,0.6428609490394592,0.4000000059604645,0.011960001662373543,0.03306438773870468,0.04681265354156494,0.09362855553627014,0.6609483957290649,0.007618885952979326,0.1459670513868332,"Mr. Buttigieg’s haul is the clearest indicator yet of how a candidate who only months ago was little known among voters has become a formidable contender in the race for the Democratic nomination.
",0.4000000059604645,1,5
9,10,0.5142247676849365,0.699999988079071,0.007439355365931988,0.006485034245997667,0.0020499418023973703,0.3618236184120178,0.5753405690193176,0.007205362897366285,0.0396561361849308,"His strong fund-raising gives him the financial resources to build a robust campaign operation and compete with rivals who entered the race as far better-known figures, such as former Vice President Joseph R. Biden Jr., who is also expected to report a big fund-raising total for the quarter.
",0.699999988079071,1,5
10,11,0.28661102056503296,0.0,0.008943578228354454,0.007590177934616804,0.0024530186783522367,0.006635783240199089,0.9504749774932861,0.002512782346457243,0.021389702335000038,"[Here’s the latest data on who’s leading the race to be the Democratic nominee.]
",0.0,1,5
11,12,0.8732699155807495,0.0,0.01401702780276537,0.007315980736166239,0.01054571196436882,0.09501397609710693,0.4016982913017273,0.0043968320824205875,0.4670122265815735,Mr. Buttigieg’s total for the most recent quarter dwarfs the $7.1 million that he raised in the first quarter of 2019 — which itself was an attention-grabbing figure that offered early evidence that his candidacy was catching on.,0.0,1,5
12,13,0.6018772721290588,0.10000000149011612,0.011118725873529911,0.04096902906894684,0.6230619549751282,0.2590842545032501,0.02495221607387066,0.005482908803969622,0.03533077985048294,"A historic meeting on North Korean soil
Donald Trump on Sunday became the first sitting U.S. president to set foot in North Korea as he met Kim Jong-un, the country’s leader, at the heavily fortified Demilitarized Zone.",0.10000000149011612,2,5
13,14,0.06226591765880585,0.10000000149011612,0.04324690252542496,0.02584962360560894,0.015143687836825848,0.6052300930023193,0.2688466012477875,0.03498605638742447,0.006697037257254124,"The two agreed to restart negotiations on a nuclear agreement.
",0.10000000149011612,2,5
14,15,0.9826245903968811,0.10000000149011612,0.018980344757437706,0.0043997024185955524,0.021124564111232758,0.028218403458595276,0.7186716198921204,0.007917760871350765,0.20068764686584473,The made-for-TV meeting came after Mr. Trump extended an invitation on Twitter barely 24 hours earlier.,0.10000000149011612,2,5
15,16,0.25788888335227966,0.20000000298023224,0.11423226445913315,0.13682039082050323,0.021258940920233727,0.07145357877016068,0.4211236834526062,0.2322186976671219,0.002892459975555539,"Afterward, the president said that he and Mr. Kim had agreed that negotiators would resume talks in the next few weeks — four months after their nuclear summit collapsed in Vietnam.
",-0.20000000298023224,2,5
